date,ML,Low_90,High_90,facility,state,county
2020-04-21,0.47000000000000003,0.0,5.54,Richard J. Donovan Correctional Facility (RJD),California,San Diego
2020-04-30,0.45,0.0,4.23,Richard J. Donovan Correctional Facility (RJD),California,San Diego
2020-05-01,0.49,0.0,4.04,Richard J. Donovan Correctional Facility (RJD),California,San Diego
2020-05-05,0.51,0.0,3.89,Richard J. Donovan Correctional Facility (RJD),California,San Diego
2020-04-02,0.47000000000000003,0.0,5.54,Duane Waters Health Center,Michigan,Jackson
2020-04-03,0.53,0.0,4.7700000000000005,Duane Waters Health Center,Michigan,Jackson
2020-04-06,0.5700000000000001,0.0,4.3,Duane Waters Health Center,Michigan,Jackson
2020-04-09,1.57,0.0,4.37,Duane Waters Health Center,Michigan,Jackson
2020-04-10,1.31,0.0,3.94,Duane Waters Health Center,Michigan,Jackson
2020-04-11,1.78,0.0,3.92,Duane Waters Health Center,Michigan,Jackson
2020-04-14,1.58,0.0,3.58,Duane Waters Health Center,Michigan,Jackson
2020-04-15,1.45,0.0,3.33,Duane Waters Health Center,Michigan,Jackson
2020-04-22,1.02,0.0,2.96,Duane Waters Health Center,Michigan,Jackson
2020-04-23,0.98,0.0,2.87,Duane Waters Health Center,Michigan,Jackson
2020-04-27,0.9400000000000001,0.0,2.8000000000000003,Duane Waters Health Center,Michigan,Jackson
2020-04-28,0.63,0.0,2.58,Duane Waters Health Center,Michigan,Jackson
2020-04-30,0.63,0.0,2.56,Duane Waters Health Center,Michigan,Jackson
2020-05-02,0.63,0.0,2.54,Duane Waters Health Center,Michigan,Jackson
2020-05-09,0.63,0.0,2.5300000000000002,Duane Waters Health Center,Michigan,Jackson
2020-05-10,0.64,0.0,2.5100000000000002,Duane Waters Health Center,Michigan,Jackson
2020-04-22,0.46,0.0,7.1000000000000005,California Men's Colony (CMC),California,San Luis Obispo
2020-04-23,3.0100000000000002,0.0,7.11,California Men's Colony (CMC),California,San Luis Obispo
2020-04-24,2.27,0.0,5.76,California Men's Colony (CMC),California,San Luis Obispo
2020-04-30,1.8900000000000001,0.0,5.0200000000000005,California Men's Colony (CMC),California,San Luis Obispo
2020-05-03,1.61,0.0,4.54,California Men's Colony (CMC),California,San Luis Obispo
2020-05-04,2.15,0.0,4.57,California Men's Colony (CMC),California,San Luis Obispo
2020-04-06,0.46,0.0,7.1000000000000005,"California State Prison, Sacramento (SAC)",California,Sacramento
2020-04-06,0.46,0.0,7.1000000000000005,Milwaukee Secure Detention Facility,Wisconsin,Milwaukee
2020-04-09,0.51,0.0,6.15,Milwaukee Secure Detention Facility,Wisconsin,Milwaukee
2020-04-13,0.55,0.0,5.55,Milwaukee Secure Detention Facility,Wisconsin,Milwaukee
2020-04-20,0.58,0.0,5.11,Milwaukee Secure Detention Facility,Wisconsin,Milwaukee
2020-04-21,0.6,0.0,4.79,Milwaukee Secure Detention Facility,Wisconsin,Milwaukee
2020-04-22,0.62,0.0,4.53,Milwaukee Secure Detention Facility,Wisconsin,Milwaukee
2020-04-24,0.64,0.0,4.33,Milwaukee Secure Detention Facility,Wisconsin,Milwaukee
2020-05-10,0.66,0.0,4.16,Milwaukee Secure Detention Facility,Wisconsin,Milwaukee
2020-04-06,0.46,0.0,7.1000000000000005,"California Substance Abuse Treatment Facility and State Prison, Corcoran (SATF)",California,Kings
2020-04-24,0.51,0.0,6.15,"California Substance Abuse Treatment Facility and State Prison, Corcoran (SATF)",California,Kings
2020-04-29,0.55,0.0,5.55,"California Substance Abuse Treatment Facility and State Prison, Corcoran (SATF)",California,Kings
2020-04-17,0.46,0.0,7.1000000000000005,California Correctional Institution (CCI),California,Kern
2020-04-20,0.51,0.0,6.15,California Correctional Institution (CCI),California,Kern
2020-04-21,0.55,0.0,5.55,California Correctional Institution (CCI),California,Kern
2020-04-23,0.58,0.0,5.11,California Correctional Institution (CCI),California,Kern
2020-04-24,0.6,0.0,4.79,California Correctional Institution (CCI),California,Kern
2020-04-30,0.62,0.0,4.53,California Correctional Institution (CCI),California,Kern
2020-04-29,0.46,0.0,7.1000000000000005,Washington State Penitentiary,Washington,Walla Walla
2020-05-05,0.51,0.0,6.15,Washington State Penitentiary,Washington,Walla Walla
2020-04-04,7.42,2.4,11.41,Blackwater River Correctional Facility,Florida,Santa Rosa
2020-04-05,4.57,0.85,7.57,Blackwater River Correctional Facility,Florida,Santa Rosa
2020-04-06,4.04,1.06,6.48,Blackwater River Correctional Facility,Florida,Santa Rosa
2020-04-09,2.99,0.54,4.98,Blackwater River Correctional Facility,Florida,Santa Rosa
2020-04-11,2.47,0.32,4.18,Blackwater River Correctional Facility,Florida,Santa Rosa
2020-04-13,1.74,0.04,3.2600000000000002,Blackwater River Correctional Facility,Florida,Santa Rosa
2020-04-14,1.41,0.0,2.91,Blackwater River Correctional Facility,Florida,Santa Rosa
2020-04-16,0.7000000000000001,0.0,2.5300000000000002,Blackwater River Correctional Facility,Florida,Santa Rosa
2020-04-18,0.66,0.0,2.5300000000000002,Blackwater River Correctional Facility,Florida,Santa Rosa
2020-04-19,0.66,0.0,2.52,Blackwater River Correctional Facility,Florida,Santa Rosa
2020-04-20,0.66,0.0,2.5100000000000002,Blackwater River Correctional Facility,Florida,Santa Rosa
2020-04-22,0.66,0.0,2.5,Blackwater River Correctional Facility,Florida,Santa Rosa
2020-04-25,0.66,0.0,2.49,Blackwater River Correctional Facility,Florida,Santa Rosa
2020-04-27,0.66,0.0,2.48,Blackwater River Correctional Facility,Florida,Santa Rosa
2020-04-29,0.89,0.0,2.62,Blackwater River Correctional Facility,Florida,Santa Rosa
2020-05-09,0.88,0.0,2.58,Blackwater River Correctional Facility,Florida,Santa Rosa
2020-05-10,0.86,0.0,2.54,Blackwater River Correctional Facility,Florida,Santa Rosa
2020-05-11,0.84,0.0,2.5100000000000002,Blackwater River Correctional Facility,Florida,Santa Rosa
2020-04-14,0.47000000000000003,0.0,5.54,ALL MISSISSIPPI STATE FACILITIES,Mississippi,Oktibbeha
2020-04-18,0.53,0.0,4.7700000000000005,ALL MISSISSIPPI STATE FACILITIES,Mississippi,Oktibbeha
2020-04-20,0.5700000000000001,0.0,4.3,ALL MISSISSIPPI STATE FACILITIES,Mississippi,Oktibbeha
2020-04-06,0.5,0.0,3.96,California Institution for Men (CIM),California,San Bernardino
2020-04-07,0.58,0.0,3.43,California Institution for Men (CIM),California,San Bernardino
2020-04-08,0.65,0.0,3.11,California Institution for Men (CIM),California,San Bernardino
2020-04-09,0.7000000000000001,0.0,2.9,California Institution for Men (CIM),California,San Bernardino
2020-04-10,0.75,0.0,2.74,California Institution for Men (CIM),California,San Bernardino
2020-04-11,1.05,0.0,2.7800000000000002,California Institution for Men (CIM),California,San Bernardino
2020-04-12,1.03,0.0,2.64,California Institution for Men (CIM),California,San Bernardino
2020-04-13,1.01,0.0,2.5300000000000002,California Institution for Men (CIM),California,San Bernardino
2020-04-14,0.78,0.0,2.33,California Institution for Men (CIM),California,San Bernardino
2020-04-15,0.77,0.0,2.29,California Institution for Men (CIM),California,San Bernardino
2020-04-17,0.76,0.0,2.2600000000000002,California Institution for Men (CIM),California,San Bernardino
2020-04-18,0.75,0.0,2.23,California Institution for Men (CIM),California,San Bernardino
2020-04-20,0.93,0.0,2.31,California Institution for Men (CIM),California,San Bernardino
2020-04-21,1.08,0.0,2.37,California Institution for Men (CIM),California,San Bernardino
2020-04-22,1.05,0.0,2.31,California Institution for Men (CIM),California,San Bernardino
2020-04-24,1.02,0.0,2.2600000000000002,California Institution for Men (CIM),California,San Bernardino
2020-04-25,1.1300000000000001,0.0,2.31,California Institution for Men (CIM),California,San Bernardino
2020-04-26,1.1,0.0,2.2600000000000002,California Institution for Men (CIM),California,San Bernardino
2020-04-27,1.18,0.03,2.32,California Institution for Men (CIM),California,San Bernardino
2020-04-29,1.1400000000000001,0.05,2.2800000000000002,California Institution for Men (CIM),California,San Bernardino
2020-04-30,1.21,0.04,2.3000000000000003,California Institution for Men (CIM),California,San Bernardino
2020-05-01,1.6400000000000001,0.31,2.77,California Institution for Men (CIM),California,San Bernardino
2020-05-02,1.99,0.73,3.14,California Institution for Men (CIM),California,San Bernardino
2020-05-03,2.43,1.29,3.49,California Institution for Men (CIM),California,San Bernardino
2020-05-04,2.48,1.41,3.4,California Institution for Men (CIM),California,San Bernardino
2020-05-05,2.17,1.21,3.04,California Institution for Men (CIM),California,San Bernardino
2020-05-06,1.95,1.02,2.7600000000000002,California Institution for Men (CIM),California,San Bernardino
2020-05-08,1.57,0.67,2.36,California Institution for Men (CIM),California,San Bernardino
2020-05-09,1.19,0.29,1.95,California Institution for Men (CIM),California,San Bernardino
2020-05-10,0.96,0.09,1.68,California Institution for Men (CIM),California,San Bernardino
2020-05-11,0.67,0.0,1.42,California Institution for Men (CIM),California,San Bernardino
2020-05-12,0.42,0.0,1.28,California Institution for Men (CIM),California,San Bernardino
2020-05-13,0.34,0.0,1.2,California Institution for Men (CIM),California,San Bernardino
2020-04-04,0.47000000000000003,0.0,5.54,OVERALL NEVADA,Nevada,New York
2020-04-21,2.08,0.0,5.3500000000000005,OVERALL NEVADA,Nevada,New York
2020-04-25,1.7,0.0,4.54,OVERALL NEVADA,Nevada,New York
2020-04-30,2.07,0.0,4.4,OVERALL NEVADA,Nevada,New York
2020-05-03,2.2,0.04,4.21,OVERALL NEVADA,Nevada,New York
2020-05-04,1.9000000000000001,0.01,3.72,OVERALL NEVADA,Nevada,New York
2020-04-16,0.46,0.0,7.1000000000000005,Phillips Transitional Center,Georgia,Gwinnett
2020-04-25,0.51,0.0,6.15,Phillips Transitional Center,Georgia,Gwinnett
2020-05-01,0.55,0.0,5.55,Phillips Transitional Center,Georgia,Gwinnett
2020-04-07,0.4,0.0,3.17,Woodland Center Correctional Facility,Michigan,Livingston
2020-04-09,0.41000000000000003,0.0,2.69,Woodland Center Correctional Facility,Michigan,Livingston
2020-04-10,0.4,0.0,2.4,Woodland Center Correctional Facility,Michigan,Livingston
2020-04-12,0.43,0.0,2.37,Woodland Center Correctional Facility,Michigan,Livingston
2020-04-13,0.41000000000000003,0.0,2.18,Woodland Center Correctional Facility,Michigan,Livingston
2020-04-23,0.43,0.0,2.2,Woodland Center Correctional Facility,Michigan,Livingston
2020-04-27,0.45,0.0,2.22,Woodland Center Correctional Facility,Michigan,Livingston
2020-04-07,0.46,0.0,7.1000000000000005,Burruss Correctional Training Center,Georgia,Monroe
2020-04-06,2.08,0.0,5.34,Stateville NRC,Illinois,Will
2020-04-07,1.6500000000000001,0.0,4.34,Stateville NRC,Illinois,Will
2020-04-08,0.58,0.0,3.5100000000000002,Stateville NRC,Illinois,Will
2020-04-09,0.62,0.0,3.29,Stateville NRC,Illinois,Will
2020-04-10,0.53,0.0,2.9,Stateville NRC,Illinois,Will
2020-04-12,0.55,0.0,2.84,Stateville NRC,Illinois,Will
2020-04-14,0.56,0.0,2.79,Stateville NRC,Illinois,Will
2020-04-15,0.58,0.0,2.74,Stateville NRC,Illinois,Will
2020-04-16,0.59,0.0,2.7,Stateville NRC,Illinois,Will
2020-04-17,0.6,0.0,2.66,Stateville NRC,Illinois,Will
2020-04-18,1.09,0.0,2.99,Stateville NRC,Illinois,Will
2020-04-25,1.33,0.0,3.0300000000000002,Stateville NRC,Illinois,Will
2020-05-02,1.9100000000000001,0.19,3.47,Stateville NRC,Illinois,Will
2020-05-03,1.8900000000000001,0.21,3.3200000000000003,Stateville NRC,Illinois,Will
2020-05-08,1.99,0.4,3.4,Stateville NRC,Illinois,Will
2020-04-02,0.49,0.0,4.29,Lakeland Correctional Facility,Michigan,Branch
2020-04-03,1.53,0.0,4.05,Lakeland Correctional Facility,Michigan,Branch
2020-04-04,1.27,0.0,3.54,Lakeland Correctional Facility,Michigan,Branch
2020-04-05,1.1300000000000001,0.0,3.22,Lakeland Correctional Facility,Michigan,Branch
2020-04-06,1.72,0.08,3.44,Lakeland Correctional Facility,Michigan,Branch
2020-04-07,1.54,0.01,3.08,Lakeland Correctional Facility,Michigan,Branch
2020-04-08,1.61,0.08,3.06,Lakeland Correctional Facility,Michigan,Branch
2020-04-09,1.6500000000000001,0.16,3.04,Lakeland Correctional Facility,Michigan,Branch
2020-04-10,1.52,0.11,2.81,Lakeland Correctional Facility,Michigan,Branch
2020-04-12,1.43,0.06,2.63,Lakeland Correctional Facility,Michigan,Branch
2020-04-13,1.35,0.06,2.52,Lakeland Correctional Facility,Michigan,Branch
2020-04-14,1.17,0.0,2.3000000000000003,Lakeland Correctional Facility,Michigan,Branch
2020-04-15,1.0,0.0,2.16,Lakeland Correctional Facility,Michigan,Branch
2020-04-17,0.96,0.0,2.14,Lakeland Correctional Facility,Michigan,Branch
2020-04-18,1.71,0.36,2.92,Lakeland Correctional Facility,Michigan,Branch
2020-04-19,3.0300000000000002,1.74,4.14,Lakeland Correctional Facility,Michigan,Branch
2020-04-20,4.73,3.75,5.65,Lakeland Correctional Facility,Michigan,Branch
2020-04-22,4.23,3.44,4.93,Lakeland Correctional Facility,Michigan,Branch
2020-04-23,3.39,2.71,3.98,Lakeland Correctional Facility,Michigan,Branch
2020-04-25,2.42,1.81,2.98,Lakeland Correctional Facility,Michigan,Branch
2020-04-27,1.44,0.8,1.97,Lakeland Correctional Facility,Michigan,Branch
2020-04-30,0.61,0.02,1.11,Lakeland Correctional Facility,Michigan,Branch
2020-05-02,0.0,0.0,0.63,Lakeland Correctional Facility,Michigan,Branch
2020-05-08,0.0,0.0,0.46,Lakeland Correctional Facility,Michigan,Branch
2020-04-05,0.46,0.0,7.1000000000000005,California Health Care Facility (CHCF),California,San Joaquin
2020-04-06,0.51,0.0,6.15,California Health Care Facility (CHCF),California,San Joaquin
2020-04-07,0.55,0.0,5.55,California Health Care Facility (CHCF),California,San Joaquin
2020-04-30,0.58,0.0,5.11,California Health Care Facility (CHCF),California,San Joaquin
2020-04-08,0.41000000000000003,0.0,5.94,TOTAL South Dakota,South Dakota,Union
2020-05-12,0.42,0.0,4.8100000000000005,Community Corrections Region 3,Florida,Leon
2020-04-02,0.49,0.0,4.29,Women's Huron Valley Correctional Facility,Michigan,Washtenaw
2020-04-03,0.56,0.0,3.71,Women's Huron Valley Correctional Facility,Michigan,Washtenaw
2020-04-04,0.62,0.0,3.36,Women's Huron Valley Correctional Facility,Michigan,Washtenaw
2020-04-06,1.16,0.0,3.35,Women's Huron Valley Correctional Facility,Michigan,Washtenaw
2020-04-07,1.09,0.0,3.09,Women's Huron Valley Correctional Facility,Michigan,Washtenaw
2020-04-08,1.37,0.0,3.08,Women's Huron Valley Correctional Facility,Michigan,Washtenaw
2020-04-09,1.28,0.0,2.88,Women's Huron Valley Correctional Facility,Michigan,Washtenaw
2020-04-10,1.22,0.0,2.73,Women's Huron Valley Correctional Facility,Michigan,Washtenaw
2020-04-12,1.17,0.0,2.61,Women's Huron Valley Correctional Facility,Michigan,Washtenaw
2020-04-13,0.92,0.0,2.4,Women's Huron Valley Correctional Facility,Michigan,Washtenaw
2020-04-14,0.68,0.0,2.25,Women's Huron Valley Correctional Facility,Michigan,Washtenaw
2020-04-15,0.67,0.0,2.23,Women's Huron Valley Correctional Facility,Michigan,Washtenaw
2020-04-17,0.55,0.0,2.11,Women's Huron Valley Correctional Facility,Michigan,Washtenaw
2020-04-18,0.56,0.0,2.12,Women's Huron Valley Correctional Facility,Michigan,Washtenaw
2020-04-19,0.5700000000000001,0.0,2.13,Women's Huron Valley Correctional Facility,Michigan,Washtenaw
2020-04-20,0.5700000000000001,0.0,2.13,Women's Huron Valley Correctional Facility,Michigan,Washtenaw
2020-04-22,0.58,0.0,2.14,Women's Huron Valley Correctional Facility,Michigan,Washtenaw
2020-04-23,0.58,0.0,2.14,Women's Huron Valley Correctional Facility,Michigan,Washtenaw
2020-04-25,0.59,0.0,2.15,Women's Huron Valley Correctional Facility,Michigan,Washtenaw
2020-04-27,0.59,0.0,2.15,Women's Huron Valley Correctional Facility,Michigan,Washtenaw
2020-04-30,0.59,0.0,2.16,Women's Huron Valley Correctional Facility,Michigan,Washtenaw
2020-05-02,0.59,0.0,2.16,Women's Huron Valley Correctional Facility,Michigan,Washtenaw
2020-05-04,0.6,0.0,2.16,Women's Huron Valley Correctional Facility,Michigan,Washtenaw
2020-05-08,0.6,0.0,2.17,Women's Huron Valley Correctional Facility,Michigan,Washtenaw
2020-05-09,0.6,0.0,2.17,Women's Huron Valley Correctional Facility,Michigan,Washtenaw
2020-05-10,0.6,0.0,2.17,Women's Huron Valley Correctional Facility,Michigan,Washtenaw
2020-05-12,0.6,0.0,2.17,Women's Huron Valley Correctional Facility,Michigan,Washtenaw
2020-04-02,1.37,0.0,2.83,Stateville Correctional Center,Illinois,Will
2020-04-03,1.21,0.02,2.44,Stateville Correctional Center,Illinois,Will
2020-04-05,1.01,0.0,2.13,Stateville Correctional Center,Illinois,Will
2020-04-06,1.09,0.03,2.11,Stateville Correctional Center,Illinois,Will
2020-04-07,0.79,0.0,1.81,Stateville Correctional Center,Illinois,Will
2020-04-08,0.71,0.0,1.73,Stateville Correctional Center,Illinois,Will
2020-04-09,0.5700000000000001,0.0,1.62,Stateville Correctional Center,Illinois,Will
2020-04-10,0.43,0.0,1.48,Stateville Correctional Center,Illinois,Will
2020-04-12,0.36,0.0,1.37,Stateville Correctional Center,Illinois,Will
2020-04-13,0.34,0.0,1.32,Stateville Correctional Center,Illinois,Will
2020-04-14,0.33,0.0,1.28,Stateville Correctional Center,Illinois,Will
2020-04-16,0.34,0.0,1.3,Stateville Correctional Center,Illinois,Will
2020-04-17,0.34,0.0,1.31,Stateville Correctional Center,Illinois,Will
2020-04-23,0.36,0.0,1.37,Stateville Correctional Center,Illinois,Will
2020-04-24,0.36,0.0,1.3800000000000001,Stateville Correctional Center,Illinois,Will
2020-04-25,0.38,0.0,1.44,Stateville Correctional Center,Illinois,Will
2020-04-28,0.39,0.0,1.5,Stateville Correctional Center,Illinois,Will
2020-05-03,0.44,0.0,1.62,Stateville Correctional Center,Illinois,Will
2020-05-04,0.49,0.0,1.75,Stateville Correctional Center,Illinois,Will
2020-05-05,0.55,0.0,1.86,Stateville Correctional Center,Illinois,Will
2020-05-06,0.64,0.0,1.97,Stateville Correctional Center,Illinois,Will
2020-05-07,0.64,0.0,1.98,Stateville Correctional Center,Illinois,Will
2020-05-08,0.55,0.0,1.8900000000000001,Stateville Correctional Center,Illinois,Will
2020-05-09,0.49,0.0,1.83,Stateville Correctional Center,Illinois,Will
2020-05-10,0.44,0.0,1.77,Stateville Correctional Center,Illinois,Will
2020-04-07,0.48,0.0,4.7700000000000005,Sheridan Correctional Center,Illinois,LaSalle
2020-04-08,0.54,0.0,4.12,Sheridan Correctional Center,Illinois,LaSalle
2020-04-10,0.49,0.0,3.4,Sheridan Correctional Center,Illinois,LaSalle
2020-04-12,0.52,0.0,3.25,Sheridan Correctional Center,Illinois,LaSalle
2020-04-14,0.47000000000000003,0.0,2.88,Sheridan Correctional Center,Illinois,LaSalle
2020-04-18,0.49,0.0,2.86,Sheridan Correctional Center,Illinois,LaSalle
2020-04-22,0.51,0.0,2.84,Sheridan Correctional Center,Illinois,LaSalle
2020-04-23,0.52,0.0,2.82,Sheridan Correctional Center,Illinois,LaSalle
2020-04-16,1.82,0.0,4.75,ALL COLORADO STATE PRISONS,Colorado,Fremont
2020-04-25,2.0,0.0,4.24,ALL COLORADO STATE PRISONS,Colorado,Fremont
2020-04-30,2.34,0.19,4.25,ALL COLORADO STATE PRISONS,Colorado,Fremont
2020-05-01,2.18,0.19,3.8200000000000003,ALL COLORADO STATE PRISONS,Colorado,Fremont
2020-04-06,3.83,1.48,5.89,OVERALL VERMONT STATE PRISONS,Vermont,Franklin
2020-04-11,2.99,1.12,4.61,OVERALL VERMONT STATE PRISONS,Vermont,Franklin
2020-04-21,2.46,0.88,3.86,OVERALL VERMONT STATE PRISONS,Vermont,Franklin
2020-04-24,1.98,0.52,3.19,OVERALL VERMONT STATE PRISONS,Vermont,Franklin
2020-05-02,1.68,0.37,2.82,OVERALL VERMONT STATE PRISONS,Vermont,Franklin
2020-04-27,0.46,0.0,7.1000000000000005,California Medical Facility (CMF),California,Solano
2020-04-29,0.51,0.0,6.15,California Medical Facility (CMF),California,Solano
2020-04-15,0.46,0.0,7.1000000000000005,North Lawndale Adult Transition Center,Illinois,Cook
2020-05-07,0.51,0.0,6.15,North Lawndale Adult Transition Center,Illinois,Cook
2020-04-11,0.47000000000000003,0.0,5.54,Bainbridge Probation Substance Abuse Treatment Center,Georgia,Decatur
2020-04-17,0.53,0.0,4.7700000000000005,Bainbridge Probation Substance Abuse Treatment Center,Georgia,Decatur
2020-04-18,1.8,0.0,4.7700000000000005,Bainbridge Probation Substance Abuse Treatment Center,Georgia,Decatur
2020-04-19,2.17,0.0,4.57,Bainbridge Probation Substance Abuse Treatment Center,Georgia,Decatur
2020-04-20,1.84,0.0,4.01,Bainbridge Probation Substance Abuse Treatment Center,Georgia,Decatur
2020-04-21,2.0,0.09,3.96,Bainbridge Probation Substance Abuse Treatment Center,Georgia,Decatur
2020-04-23,1.77,0.03,3.54,Bainbridge Probation Substance Abuse Treatment Center,Georgia,Decatur
2020-04-29,1.33,0.0,3.08,Bainbridge Probation Substance Abuse Treatment Center,Georgia,Decatur
2020-05-01,1.26,0.0,2.94,Bainbridge Probation Substance Abuse Treatment Center,Georgia,Decatur
2020-05-04,1.2,0.0,2.83,Bainbridge Probation Substance Abuse Treatment Center,Georgia,Decatur
2020-05-08,1.3900000000000001,0.0,2.89,Bainbridge Probation Substance Abuse Treatment Center,Georgia,Decatur
2020-04-04,0.43,0.0,4.49,Lee State Prison,Georgia,Lee
2020-04-06,0.47000000000000003,0.0,4.04,Lee State Prison,Georgia,Lee
2020-04-07,0.51,0.0,3.74,Lee State Prison,Georgia,Lee
2020-04-11,0.53,0.0,3.52,Lee State Prison,Georgia,Lee
2020-04-15,0.48,0.0,3.06,Lee State Prison,Georgia,Lee
2020-04-17,0.5,0.0,3.02,Lee State Prison,Georgia,Lee
2020-04-18,0.51,0.0,2.98,Lee State Prison,Georgia,Lee
2020-04-20,0.52,0.0,2.95,Lee State Prison,Georgia,Lee
2020-04-25,0.53,0.0,2.92,Lee State Prison,Georgia,Lee
2020-05-07,0.65,0.0,3.14,Lee State Prison,Georgia,Lee
2020-05-08,0.67,0.0,3.04,Lee State Prison,Georgia,Lee
2020-05-11,0.67,0.0,2.96,Lee State Prison,Georgia,Lee
2020-05-12,0.67,0.0,2.89,Lee State Prison,Georgia,Lee
2020-04-16,0.46,0.0,7.1000000000000005,Community Corrections Region 4,Florida,Leon
2020-04-23,0.51,0.0,6.15,Community Corrections Region 4,Florida,Leon
2020-04-29,0.55,0.0,5.55,Community Corrections Region 4,Florida,Leon
2020-04-07,3.84,0.0,8.31,OVERALL UTAH STATE PRISONS,Utah,Salt Lake
2020-04-10,2.56,0.0,6.3100000000000005,OVERALL UTAH STATE PRISONS,Utah,Salt Lake
2020-04-13,2.06,0.0,5.34,OVERALL UTAH STATE PRISONS,Utah,Salt Lake
2020-04-14,1.76,0.0,4.76,OVERALL UTAH STATE PRISONS,Utah,Salt Lake
2020-05-05,1.51,0.0,4.3500000000000005,OVERALL UTAH STATE PRISONS,Utah,Salt Lake
2020-04-07,0.6900000000000001,0.05,1.3,ALL NEW YORK STATE PRISONS,New York,New York
2020-04-11,0.48,0.0,1.02,ALL NEW YORK STATE PRISONS,New York,New York
2020-04-12,0.29,0.0,0.84,ALL NEW YORK STATE PRISONS,New York,New York
2020-04-13,0.17,0.0,0.7000000000000001,ALL NEW YORK STATE PRISONS,New York,New York
2020-04-14,0.11,0.0,0.63,ALL NEW YORK STATE PRISONS,New York,New York
2020-04-16,0.14,0.0,0.65,ALL NEW YORK STATE PRISONS,New York,New York
2020-04-17,0.25,0.0,0.77,ALL NEW YORK STATE PRISONS,New York,New York
2020-04-18,0.26,0.0,0.8200000000000001,ALL NEW YORK STATE PRISONS,New York,New York
2020-04-19,0.27,0.0,0.86,ALL NEW YORK STATE PRISONS,New York,New York
2020-04-20,0.33,0.0,0.9500000000000001,ALL NEW YORK STATE PRISONS,New York,New York
2020-04-21,0.39,0.0,1.04,ALL NEW YORK STATE PRISONS,New York,New York
2020-04-22,0.43,0.0,1.11,ALL NEW YORK STATE PRISONS,New York,New York
2020-04-23,0.39,0.0,1.09,ALL NEW YORK STATE PRISONS,New York,New York
2020-04-24,0.37,0.0,1.1,ALL NEW YORK STATE PRISONS,New York,New York
2020-04-25,0.36,0.0,1.1,ALL NEW YORK STATE PRISONS,New York,New York
2020-04-26,0.35000000000000003,0.0,1.09,ALL NEW YORK STATE PRISONS,New York,New York
2020-04-28,1.1,0.22,1.9100000000000001,ALL NEW YORK STATE PRISONS,New York,New York
2020-04-29,2.06,1.17,2.87,ALL NEW YORK STATE PRISONS,New York,New York
2020-04-30,2.41,1.6,3.12,ALL NEW YORK STATE PRISONS,New York,New York
2020-05-01,2.17,1.45,2.83,ALL NEW YORK STATE PRISONS,New York,New York
2020-05-02,1.6400000000000001,0.9400000000000001,2.2600000000000002,ALL NEW YORK STATE PRISONS,New York,New York
2020-05-03,1.07,0.37,1.68,ALL NEW YORK STATE PRISONS,New York,New York
2020-05-04,0.55,0.0,1.12,ALL NEW YORK STATE PRISONS,New York,New York
2020-05-05,0.0,0.0,0.64,ALL NEW YORK STATE PRISONS,New York,New York
2020-04-08,0.48,0.0,4.7700000000000005,Monroe Correctional Complex,Washington,Snohomish
2020-04-10,0.54,0.0,4.12,Monroe Correctional Complex,Washington,Snohomish
2020-04-15,0.59,0.0,3.72,Monroe Correctional Complex,Washington,Snohomish
2020-04-17,0.52,0.0,3.17,Monroe Correctional Complex,Washington,Snohomish
2020-04-20,0.54,0.0,3.0700000000000003,Monroe Correctional Complex,Washington,Snohomish
2020-04-24,0.48,0.0,2.7600000000000002,Monroe Correctional Complex,Washington,Snohomish
2020-04-27,0.5,0.0,2.74,Monroe Correctional Complex,Washington,Snohomish
2020-04-28,0.51,0.0,2.73,Monroe Correctional Complex,Washington,Snohomish
2020-04-29,0.52,0.0,2.72,Monroe Correctional Complex,Washington,Snohomish
2020-05-01,0.53,0.0,2.71,Monroe Correctional Complex,Washington,Snohomish
2020-05-05,0.54,0.0,2.7,Monroe Correctional Complex,Washington,Snohomish
2020-04-16,0.46,0.0,7.1000000000000005,Coyote Ridge Corrections Center,Washington,Franklin
2020-04-21,0.51,0.0,6.15,Coyote Ridge Corrections Center,Washington,Franklin
2020-04-14,0.42,0.0,4.8100000000000005,Zephyrhills Correctional Institution,Florida,Pasco
2020-05-02,0.46,0.0,7.1000000000000005,Calipatria State Prison (CAL),California,Imperial
2020-05-12,0.51,0.0,6.15,Calipatria State Prison (CAL),California,Imperial
2020-05-13,0.55,0.0,5.55,Calipatria State Prison (CAL),California,Imperial
2020-04-05,3.0100000000000002,0.0,7.1000000000000005,Phillips State Prison,Georgia,Gwinnett
2020-04-06,2.27,0.0,5.76,Phillips State Prison,Georgia,Gwinnett
2020-04-08,1.9100000000000001,0.0,5.0200000000000005,Phillips State Prison,Georgia,Gwinnett
2020-04-12,1.6600000000000001,0.0,4.54,Phillips State Prison,Georgia,Gwinnett
2020-04-17,1.42,0.0,4.19,Phillips State Prison,Georgia,Gwinnett
2020-04-18,1.97,0.0,4.2700000000000005,Phillips State Prison,Georgia,Gwinnett
2020-04-23,1.75,0.0,3.91,Phillips State Prison,Georgia,Gwinnett
2020-04-26,1.59,0.0,3.65,Phillips State Prison,Georgia,Gwinnett
2020-05-08,1.84,0.02,3.69,Phillips State Prison,Georgia,Gwinnett
2020-04-22,1.1,0.42,1.69,NEW JERSEY TOTAL STATE PRISON,New Jersey,Mercer
